<strong><< OPTIMIZATION START >></strong>

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
   37     317    1.898426e-02    0.000e+00    2.700e+00    1.148e-02
   38     324    1.472404e-02    0.000e+00    1.653e+01    5.571e-02
   39     335    1.341068e-02    0.000e+00    1.079e+01    1.309e-04
   40     346    1.273055e-02    0.000e+00    1.034e+00    3.102e-04
   41     361    1.270467e-02    0.000e+00    6.334e+00    2.296e-03
   42     369    1.201043e-02    0.000e+00    1.226e+00    2.731e-03
   43     380    1.128073e-02    0.000e+00    1.055e+01    5.981e-03
   44     390    1.100991e-02    0.000e+00    9.963e+00    1.158e-03
   45     399    1.373638e-02    0.000e+00    7.591e+00    8.613e-03
   46     406    1.002060e-02    0.000e+00    1.981e+00    1.051e-02
   47     413    1.178757e-02    0.000e+00    4.514e+00    6.417e-03
   48     421    1.317767e-02    0.000e+00    4.816e+00    5.220e-03
   49     428    1.232796e-02    0.000e+00    1.705e+00    2.215e-03
   50     435    1.245878e-02    0.000e+00    5.196e-01    5.894e-04
   51     442    1.248240e-02    0.000e+00    2.125e-01    2.590e-04
   52     449    1.266069e-02    0.000e+00    7.482e-01    1.156e-03
   53     457    1.273965e-02    0.000e+00    1.729e+00    1.038e-03
   54     464    1.224107e-02    0.000e+00    9.473e-01    1.319e-03
   55     471    1.190342e-02    0.000e+00    2.058e-01    7.706e-04
   56     478    1.179303e-02    0.000e+00    1.019e+00    1.493e-03
   57     485    1.186679e-02    0.000e+00    9.204e-01    2.015e-03
   58     492    1.161949e-02    0.000e+00    8.434e-01    3.454e-03
   59     499    1.049365e-02    0.000e+00    1.685e+00    1.394e-02
   60     507    4.029700e-03    0.000e+00    4.389e+00    9.610e-02

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
   61     514    5.686938e-03    0.000e+00    2.439e+00    1.399e-02
   62     523    8.218268e-03    0.000e+00    3.828e+00    2.117e-02
   63     531    8.627680e-03    0.000e+00    3.431e+00    7.368e-03
   64     539    8.795667e-03    0.000e+00    1.676e+00    6.655e-03
   65     547    8.544157e-03    0.000e+00    1.285e+00    3.041e-03
   66     554    7.771151e-03    0.000e+00    8.823e-01    4.442e-03
   67     561    7.573574e-03    0.000e+00    8.796e-01    2.290e-03
   68     576    7.593697e-03    0.000e+00    3.326e-01    9.184e-05
   69     583    7.630339e-03    0.000e+00    3.553e-01    2.218e-04
   70     590    7.641653e-03    0.000e+00    2.851e-01    6.586e-05
   71     600    7.636513e-03    0.000e+00    1.473e-01    2.398e-05
   72     607    7.617689e-03    0.000e+00    5.464e-01    6.110e-05
   73     618    7.589424e-03    0.000e+00    3.823e-01    1.314e-04
   74     628    7.590907e-03    0.000e+00    1.623e-01    1.704e-05
   75     635    7.580222e-03    0.000e+00    2.551e-01    5.774e-05
   76     645    7.576988e-03    0.000e+00    1.245e-01    2.104e-05
   77     655    7.577980e-03    0.000e+00    1.265e-01    4.390e-06
   78     662    7.592202e-03    0.000e+00    1.759e-01    6.219e-05
   79     671    7.602535e-03    0.000e+00    1.920e-01    4.622e-05
   80     678    7.595824e-03    0.000e+00    1.000e-01    2.684e-05
   81     685    1.949853e-03    0.000e+00    1.369e+00    3.070e-02
   82     692    6.384252e-04    0.000e+00    4.903e-01    1.334e-02
   83     699    5.767127e-04    0.000e+00    4.765e-01    8.785e-04
   84     706    5.704621e-04    0.000e+00    2.383e-01    7.614e-05
   85     713    5.692981e-04    0.000e+00    6.656e-01    4.974e-05
   86     720    5.752783e-04    0.000e+00    1.717e-01    9.952e-05
   87     730    5.761618e-04    0.000e+00    4.957e-01    1.275e-05
   88     737    5.821247e-04    0.000e+00    3.714e-01    9.391e-05
   89     744    5.851702e-04    0.000e+00    6.209e-01    4.906e-05
   90     752    6.266217e-04    0.000e+00    6.857e-01    6.386e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
   91     759    5.936695e-04    0.000e+00    7.751e-01    4.906e-04
   92     767    5.753026e-04    0.000e+00    6.919e-01    2.781e-04
   93     774    5.742234e-04    0.000e+00    6.171e-01    1.299e-05
   94     781    5.693447e-04    0.000e+00    2.444e-01    6.271e-05
   95     788    5.779790e-04    0.000e+00    2.030e-01    1.385e-04
   96     795    5.803549e-04    0.000e+00    2.880e-01    4.038e-05
   97     802    5.799829e-04    0.000e+00    3.139e-01    7.090e-06
   98     812    5.816982e-04    0.000e+00    1.737e-01    3.931e-05
   99     819    5.762335e-04    0.000e+00    2.646e-01    8.214e-05
  100     826    5.655651e-04    0.000e+00    1.355e-01    1.665e-04
  101     833    5.700249e-04    0.000e+00    1.478e-01    7.454e-05
  102     840    5.808086e-04    0.000e+00    2.609e-01    1.788e-04
  103     847    5.801954e-04    0.000e+00    3.000e-01    5.670e-06
  104     854    5.761716e-04    0.000e+00    4.627e-01    5.054e-05
  105     861    5.706263e-04    0.000e+00    3.448e-01    8.727e-05
  106     868    5.678572e-04    0.000e+00    3.455e-01    3.990e-05
  107     875    5.608979e-04    0.000e+00    4.002e-01    8.325e-05
  108     882    5.542953e-04    0.000e+00    4.873e-01    7.952e-05
  109     889    5.576619e-04    0.000e+00    4.638e-01    7.791e-05
  110     896    5.625045e-04    0.000e+00    3.371e-01    1.342e-04
  111     903    5.595008e-04    0.000e+00    1.719e-01    2.836e-05
  112     910    5.516003e-04    0.000e+00    8.605e-02    1.064e-04
  113     917    5.520367e-04    0.000e+00    9.406e-02    6.946e-06
  114     924    5.539420e-04    0.000e+00    6.671e-02    2.475e-05
  115     931    5.528533e-04    0.000e+00    6.435e-02    1.381e-05
  116     947    5.528081e-04    0.000e+00    9.557e-02    1.382e-06
  117     955    5.527410e-04    0.000e+00    3.964e-02    8.293e-07
  118     966    5.526667e-04    0.000e+00    6.708e-02    1.158e-06
  119     974    5.529076e-04    0.000e+00    6.829e-02    3.393e-06
  120     985    5.530242e-04    0.000e+00    9.828e-02    3.953e-06

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  121     993    5.525019e-04    0.000e+00    8.167e-02    7.163e-06
  122    1005    5.522689e-04    0.000e+00    9.395e-02    3.844e-06
  123    1013    5.527663e-04    0.000e+00    6.438e-02    7.351e-06
  124    1025    5.528054e-04    0.000e+00    5.683e-02    1.172e-06
  125    1036    5.528305e-04    0.000e+00    1.359e-01    7.708e-07

<a href = "matlab: helpview('optim','feasible_better_objective','CSHelpWindow');">Feasible point with lower objective function value found</a>.


Optimization stopped because the <a href = "matlab: helpview('optim','norm_curr_step_fminconip','CSHelpWindow');">relative changes in all elements of x</a> are
less than <a href = "matlab: helpview('optim','tolx','CSHelpWindow');">options.StepTolerance</a> = 1.000000e-08, and the relative maximum constraint
violation, 0.000000e+00, is less than <a href = "matlab: helpview('optim','tol_con','CSHelpWindow');">options.ConstraintTolerance</a> = 1.000000e-06.

<strong><< OPTIMIZATION COMPLETE >></strong>

Optimization Processing Time:
Total                = 14.7191 seconds
Avg. per Iteration   = 0.1159 seconds
Avg. per Func. Eval. = 0.0140 seconds

<strong>> Table 1 - States</strong>
                          <strong>Value</strong>  
                        <strong>_________</strong>

    <strong>1) xe    [m]    </strong>       0.0000
    <strong>2) ye    [m]    </strong>       0.0000
    <strong>3) ze    [m]    </strong>    -500.0000
    <strong>4) u     [m/s]  </strong>      54.9849
    <strong>5) v     [m/s]  </strong>       0.0000
    <strong>6) w     [m/s]  </strong>       1.2865
    <strong>7) phi   [deg]  </strong>       0.0000
    <strong>8) theta [deg]  </strong>       1.3450
    <strong>9) psi   [deg]  </strong>       0.0000
    <strong>10) p    [deg/s]</strong>       0.0000
    <strong>11) q    [deg/s]</strong>       0.0000
    <strong>12) r    [deg/s]</strong>       0.0000


<strong>> Table 2 - Control Inputs</strong>
                           <strong>Value</strong> 
                          <strong>_______</strong>

    <strong>1) dAileron  [deg]</strong>     0.0000
    <strong>2) dRudder   [deg]</strong>     0.0000
    <strong>3) dElevator [deg]</strong>    -1.9571
    <strong>4) dFlap     [deg]</strong>    11.1000
    <strong>5) DEP_col   [deg]</strong>     0.2844
    <strong>6) DEP_slope [deg]</strong>     0.0000
    <strong>7) HTU       [deg]</strong>     0.2200


<strong>> Table 3 - Accelerations</strong>
                             <strong>Value</strong> 
                            <strong>_______</strong>

    <strong>1) xedot    [m/s]   </strong>    55.0000
    <strong>2) yedot    [m/s]   </strong>     0.0000
    <strong>3) zedot    [m/s]   </strong>    -0.0045
    <strong>4) udot     [m/s2]  </strong>     0.0230
    <strong>5) vdot     [m/s2]  </strong>     0.0000
    <strong>6) wdot     [m/s2]  </strong>    -0.0016
    <strong>7) phidot   [deg/s] </strong>     0.0000
    <strong>8) thetadot [deg/s] </strong>     0.0000
    <strong>9) psidot   [deg/s] </strong>     0.0000
    <strong>10) pdot    [deg/s2]</strong>     0.0000
    <strong>11) qdot    [deg/s2]</strong>     0.0002
    <strong>12) rdot    [deg/s2]</strong>     0.0000

